Date,TATACONSUM.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TITAN.NS
2025-01-01,,,,,,
2025-01-02,0.010159770449977623,0.021087738128753752,0.008028530259926336,0.010530840461968394,0.015392250027924659,0.04151999921967442
2025-01-03,0.010541588270430502,0.03313513760613729,0.0029076963248657606,0.0013027062101000908,-0.01816447387959963,0.018501291572687206
2025-01-06,0.007930184799858742,-0.017902358270487362,-0.045380058683922586,-0.04466614561512183,-0.001195122086969369,0.005432184761052561
2025-01-07,0.008554203587596065,0.021900161030595777,0.0002641122543975971,0.00907862213288757,-0.01628812999104723,0.009998903956015326
2025-01-08,0.006910969199934502,0.0021430976451701778,-0.012409273153877853,-0.005548099160846753,0.019884279442776487,-0.006005548555432227
2025-01-09,0.008839434500630627,-0.018680465932524926,-0.018446716004983377,-0.020431293172025522,-0.016928679261640434,0.0008610668497741614
2025-01-10,0.002783230878240728,-0.0069862214362735875,-0.029415737362135763,-0.01924107220450466,0.056154564764600456,-0.013421100406589503
2025-01-13,-0.007555484866537343,-0.030529947290650616,-0.0460221512995298,-0.03531350536940414,0.00596629180032604,-0.016713901605987957
2025-01-14,-0.002382296093933367,0.025965379494008012,0.050007352226970614,0.03253884316334443,-0.013528117008929197,-0.01781095262730026
2025-01-15,-0.0078908128831926,-0.008955255566596376,0.02381285812947387,-0.0031513552739084183,0.00390987826689404,0.00030097817908192326
2025-01-16,-0.01868031585366403,0.014078051785885837,0.00944036550612748,0.010116168431563377,-0.010189313827550728,-0.0019858876654882396
2025-01-17,0.0178628556915299,0.006973622501862176,0.012740613404157664,0.019325571300248034,-0.003864454448898935,0.012210196627092218
2025-01-20,0.006129158689421876,-0.006925327879528709,0.0022751768994353494,0.010592607428177248,-0.011274581883335744,0.007401590033675243
2025-01-21,0.01228781416532998,-0.0175630864786257,-0.022833537272845983,-0.014886880292798166,-0.010287397780558316,-0.008544579006208863
2025-01-22,-0.004834843421369417,-0.02366086099244169,-0.0192675264022093,-0.006013868910175413,0.029919347120975548,0.0009244049757259898
2025-01-23,0.01705602603224432,0.01312689330191863,0.010868033524177756,0.011247261626097904,-0.0026824573165066257,0.012543043474118054
2025-01-24,0.008588221325542822,-0.024451859686461797,0.0017918508517833498,-0.004832320684350355,0.0016644518734183489,0.0010592321619233847
2025-01-27,-0.026754661607455765,-0.028674551822682304,-0.03164557015175906,-0.025975047047146926,-0.021000203080592694,-0.02433749454439349
2025-01-28,-0.00471110773501493,0.021316895683678894,-0.015771491586332176,0.017804797987680088,-0.006112899674695416,0.001973219002154858
2025-01-29,-0.0007802340702210975,0.033299004462753246,0.013281380171654478,0.016949214875837004,0.014726568606366897,0.013485101468220462
2025-01-30,0.006454984078116954,-0.0739535208160299,0.003419238204058539,0.0024464224614968444,6.09785872260904e-05,-0.0006972031910553733
2025-01-31,0.05994622062197763,0.02762431036007995,0.03507030049004056,0.02669310654619772,0.0030121823501096934,0.03617447488092673
2025-02-01,0.04411257511824318,-0.013336109647475669,0.010699571732467383,-0.012256677732368382,-0.009544305255340224,0.0
2025-02-03,-0.03135946863899097,-0.027032730756389345,-0.036644951747185184,-0.008648521365173356,-0.0011047960688632674,0.02580045808412712
2025-02-04,-0.0020265343600290864,0.033602407703472004,0.020146503295150442,0.012137693489815193,0.009437996206463906,0.00485990059672381
2025-02-05,-0.0182749606180993,0.009147843377197873,0.011462572998167442,0.007345193681520756,-0.0038834949147794617,-0.029685646462356385
2025-02-06,0.007928679099531655,-0.010320010466331464,-0.002321152581052033,-0.013839290884076538,-0.0020410396853974833,-0.02295966787530579
2025-02-07,-0.002100907246003758,-0.004086555787068402,0.004789927386792403,0.043534061903899524,-0.013067196780662593,0.0041193429093675515
2025-02-10,0.006169200663592944,-0.015210470463388748,-0.024244058154482162,-0.030872708754491773,0.0018737402618522747,-0.02842504562844783
2025-02-11,-0.0133333452136557,-0.026221264367816133,-0.02540481796035232,-0.029319552914270575,-0.018182019403644833,-0.013719185266084288
2025-02-12,0.015732898401147333,0.009738067998432243,-0.0028645086866697644,0.016678181221779775,-0.003380844525562865,-0.008029159992748225
2025-02-13,-0.006749222827901136,-0.0007306203226965513,-0.0007181844171690877,0.030012105060016614,-0.010126197989667851,-0.007356878935660949
2025-02-14,-0.0002444270658816805,-0.004679317520093762,-0.030760419776583392,-0.013064211224197209,0.006316943321711177,-0.005647532105833242
2025-02-17,0.0006845750480541923,0.008741571965705797,0.00014835625523468288,-0.0013386475268551967,-0.007713152192081685,0.006208652041352236
2025-02-18,0.0036158819172977807,-0.006117027849135592,0.007117419364180977,0.001861642806603836,-0.008016403848924325,-0.0035104087860422517
2025-02-19,-0.0016066044327353035,-0.0020516183528344056,0.023704321696964126,0.009067944712235043,-0.02300419669494913,-0.0035849119226643023
2025-02-20,-0.01599534149326043,0.012922155349440079,0.02962755211097101,0.016794334646073272,-0.0012420906400999465,-0.005871755714276894
2025-02-21,-0.004856798786290306,-0.02406491139417022,-0.0020952646303199485,0.019704443299015884,0.0017463348221384845,-0.003619059989922069
